id,name,category,description,location,address,phone,email,website,english_fluency,verified,featured,featured_tier,base_distance,notes,image_url,status,created_at,updated_at,bases_served,latitude,longitude,google_maps_url,subcategory,is_on_base
10411bf7-178f-43b2-8647-dc52be961a35,Primary Care Wiesbaden - Dr. Prengel-Baumgartner,healthcare,"General practitioner practice specializing in primary care, run by a US/German dual citizen physician. Located in the city center and welcomes English-speaking patients.","Wiesbaden, Hesse","Neugasse 9, 65183 Wiesbaden",+49 611 97136700,,https://primary-care-wiesbaden.de/,fluent,true,true,,,US/German doctor; well-known by USAG Wiesbaden community.,,active,2025-10-25 23:41:30.513523+00,2025-10-29 19:31:58.438977+00,"[""wiesbaden""]",,,https://maps.app.goo.gl/N85U1Y7m9dE77t2n7,general-practitioners,false
10dd0ee3-25b0-4b65-b54d-6288a056c023,Stroell's Hairteam,personal-services,English-speaking hair salon in Vilseck serving military community.,Vilseck,Vilseck,,,,fluent,false,false,,,English-speaking stylists,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,Hair Salon,false
11d6f780-1d99-45d0-a752-f5696e0abee1,Auto Detailing Service Needed - Kaiserslautern,automotive,Know a great English-speaking auto detailer in the Kaiserslautern area? Help us out!,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,Seeking community recommendations for auto detailing services,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""kaiserslautern""]",,,,mechanics,false
150d2ac3-fcaa-428a-8b68-b28a3dc4faf7,English-Speaking Doctor Needed - Wiesbaden,healthcare,Know a great English-speaking doctor in the Wiesbaden area? Help us out!,"Wiesbaden, Hesse",,,,,fluent,false,false,,,PRIORITY: Seeking recommendations for English-speaking medical care,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""wiesbaden""]",,,,general-practitioners,false
15fde11c-9907-4c30-a469-246269061b3f,Joseph L. Jordan Attorney at Law,legal,Military defense attorney serving USAG Kaiserslautern community.,Kaiserslautern,Kaiserslautern area,,,,fluent,false,false,,,Military defense specialist,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Military Defense,false
1a1a1a1a-1b1b-4c1c-1d1d-1e1e1e1e1e1e,Breuninger,shopping,Luxury department store in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,department-stores,false
1a1b1c1d-1e1f-4a1b-1c1d-1e1f1a1b1c1d,Woolworth,shopping,General merchandise store.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,general,false
1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c5d,Pops Burgers,restaurants,American-style burger restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,fluent,false,false,,,Popular burger spot,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,american-food,false
1a2b3c4d-5e6f-4a7b-8c9d-0e1f2a3b4c5e,Caribbean Grill Restaurant,restaurants,Caribbean restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
1c1c1c1c-1d1d-4e1e-1f1f-1a1a1a1a1a1a,Möbelhaus und Schreinerei Schmitt,shopping,Furniture store near Ramstein.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,furniture,false
1c2d3e4f-5a6b-4c7d-8e9f-0a1b2c3d4e5f,L'Osteria Italian Restaurant,restaurants,Italian restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,international,false
1d75b29f-7c6c-4724-84d0-b878c86969ed,Gonzalez & Waddington,legal,Military criminal defense lawyers. Specializes in UCMJ defense and court-martial representation.,Kaiserslautern,Kaiserslautern area,,,,fluent,false,false,,,National military defense firm,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Military Defense,false
1e1e1e1e-1f1f-4a1a-1b1b-1c1c1c1c1c1c,Das Gerber,shopping,Modern shopping center in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,malls,false
1e1f1a1b-1c1d-4e1f-1a1b-1c1d1e1f1a1b,Kolibri Schlauchboote Vertrieb,shopping,Boat and outdoor equipment.,"Grafenwöhr, Bavaria",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,specialty,false
1e2f3a4b-5c6d-4e7f-8a9b-0c1d2e3f4a5b,Big Emma Brauhaus,restaurants,German brewhouse near Ramstein Air Base.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,international,false
21bdeb3e-98de-4f33-b971-ac4ac66a6f1f,Auto Detailing Service Needed - Wiesbaden,automotive,Know a great English-speaking auto detailer in the Wiesbaden area? Help us out!,"Wiesbaden, Hesse",,,,,fluent,false,false,,,Seeking community recommendations for auto detailing services,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""wiesbaden""]",,,,mechanics,false
242346ea-58d5-46d0-85f3-8a2bb9ed6de5,American Business Center - Spangdahlem,automotive,"Full-service auto center offering tax-free military discounts, custom builds, and VIP delivery service.",Ramstein,"Ziegelhütte 2, 66877 Ramstein",+49 6371 597 4719,info@american-business-center.com,,fluent,false,false,,,"Tax-free purchases, custom orders",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""spangdahlem"",""ramstein"",""kaiserslautern""]",,,,Car Sales/Service,false
271d0a4f-7662-4adb-bbf5-ca811f5362a5,Auto Detailing Service Needed - Grafenwöhr,automotive,Know a great English-speaking auto detailer in the Grafenwöhr area? Help us out!,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,Seeking community recommendations for auto detailing services,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""grafenwoehr""]",,,,mechanics,false
2743bc21-b948-4c25-9404-2ba013a49eef,Need Verified GP - Grafenwöhr,healthcare,"Seeking a verified, off-base English-speaking general practitioner to serve the USAG Grafenwöhr community.","Grafenwöhr, Bavaria",,,,,fluent,false,false,,,PRIORITY: Need verified English-speaking GP for Grafenwöhr area.,,pending,2025-10-25 23:41:30.513523+00,2025-10-29 19:31:58.438977+00,"[""grafenwoehr""]",,,,general-practitioners,false
27536f24-1b06-48cb-8b5a-031c9b04a017,Immobilien4you,real-estate,Founded by Anne S. Neumann and Frank (former NATO soldier). Specializes in military family relocations and SOFA housing.,Kaiserslautern,Kaiserslautern area,,,,fluent,false,false,,,"Owner is former military, understands SOFA requirements",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Housing Agency,false
29913a90-381c-45f9-bb14-e22b16c606b0,Placeholder Home Services,home-services,,Stuttgart,,,,,,true,false,,,,,active,2025-10-31 14:55:30.934438+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,,false
2b2b2b2b-2c2c-4d2d-2e2e-2f2f2f2f2f2f,Mercaden Mall,shopping,Shopping mall in Böblingen.,"Böblingen, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,malls,false
2b2c2d2e-2f2a-4b2c-2d2e-2f2a2b2c2d2e,Action,shopping,Discount variety store.,"Kaiserslautern, Rhineland-Palatinate","Fruchthallstraße 29, 67655 Kaiserslautern",+49 0211 30146100,https://www.action.com/de-de/kundendienstseite/kontaktseite/,https://www.action.com/de-de/,basic,true,false,,5.4km from Kaiserslautern Army Depot,,,active,2025-10-29 00:00:00+00,2025-10-29 21:39:32.394397+00,"[""kaiserslautern""]",,,,general,false
2b3c4d5e-6f7a-4b8c-9d0e-1f2a3b4c5d6e,Dream Burgers,restaurants,Burger restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,basic,false,false,,,NO English spoken,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,american-food,false
2b3c4d5e-6f7a-4b8c-9d0e-1f2a3b4c5d6f,Benjamin's Restaurant,restaurants,Restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,american-food,false
2d2d2d2d-2e2e-4f2f-2a2a-2b2b2b2b2b2b,Media Markt Kaiserslautern,shopping,Electronics retailer in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,electronics,false
2d3e4f5a-6b7c-4d8e-9f0a-1b2c3d4e5f6a,Cantina Mexicana,restaurants,Mexican restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,international,false
2f2f2f2f-2a2a-4b2b-2c2c-2d2d2d2d2d2d,Markthalle Stuttgart,shopping,Historic indoor market in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,Food market,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,markets,false
2f3a4b5c-6d7e-4f8a-9b0c-1d2e3f4a5b6c,"Metaxa Ramstein, Greek Restaurant",restaurants,Greek restaurant near Ramstein.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,international,false
300af715-2196-490c-9a16-2c9bb5c29c91,"Court & Carpenter, PC",legal,"Military defense law firm. Lead attorney Stephen Carpenter Jr., LL.M. is fluent in German and English.",Kaiserslautern,"Sauerwiesen 2, Kaiserslautern-Siegelbach 67661",+49 176 2005 2265,,,fluent,false,false,,,Attorney fluent in German - helpful for SOFA issues,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Military Defense,false
330d92b2-1b62-4444-b83b-25a6573f75b5,Suxul Friseur,personal-services,Hair salon in Weiden serving English-speaking military families.,Weiden,"Oberer Markt 16, 92637 Weiden",09617449482,,,conversational,false,false,,,"Near Grafenwöhr, English-speaking",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,Hair Salon,false
36bbc58e-8cd3-40c7-9adc-a5d359bc8eeb,ProConCepT,real-estate,"Real estate and finance consulting with 30+ years experience. Owner Peter Sowade speaks perfect English. Helps Americans buy, sell, rent properties and secure financing.",Grafenwöhr,Grafenwöhr area,+49 9621 6767 0,,,fluent,false,false,,,"Owner has 30+ years experience, perfect English",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""grafenwoehr""]",,,,Housing Agency,false
3a3a3a3a-3b3b-4c3c-3d3d-3e3e3e3e3e3e,Primark,shopping,Budget fashion retailer in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,clothing,false
3a4b5c6d-7e8f-4a9b-0c1d-2e3f4a5b6c7d,Ishan's Gourmet Hot Wings,restaurants,Hot wings restaurant near Ramstein.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,american-food,false
3ae58192-5b3e-4687-a49b-8535cc876839,The Used Car Guys - Spangdahlem,automotive,Full-service dealership serving Spangdahlem Air Base.,"Spangdahlem, Rhineland-Palatinate","HillStr 45, 54529 Spangdahlem",06565 957 315,spangdahlem@usedcarguys.net,https://www.usedcarguys.net,fluent,true,true,,,,,active,2025-10-25 10:31:10.902141+00,2025-10-26 13:05:34.967908+00,"[""spangdahlem""]",49.97280000,6.69250000,"https://maps.google.com/?q=49.9728,6.6925",car-dealerships,false
3c3c3c3c-3d3d-4e3e-3f3f-3a3a3a3a3a3a,Stern Center,shopping,Shopping center in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,malls,false
3c3d3e3f-3a3b-4c3d-3e3f-3a3b3c3d3e3f,Mömaxx Möbelhaus Kaiserslautern,shopping,Discount furniture store.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,furniture,false
3c4d5e6f-7a8b-4c9d-0e1f-2a3b4c5d6e7a,BAB Korean Restaurant,restaurants,Korean restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
3c4d5e6f-7a8b-4c9d-0e1f-2a3b4c5d6e7f,Corners,restaurants,Restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
3da7fb24-2369-4ffa-b2cd-161971fb8bfd,Flynn Family Medicine,healthcare,"American-run medical clinic providing family practice, pediatrics, and acute care. Directly serving the Ramstein Air Base and KMC community.","Ramstein-Miesenbach, Rhineland-Palatinate","Landstuhler Str. 20, 66877 Ramstein-Miesenbach",06371 495021,,https://www.flynnsmedical.com/,fluent,true,true,,,Excellent option for Ramstein/KMC. Direct insurance billing available.,,active,2025-10-25 23:41:30.513523+00,2025-10-29 19:31:58.438977+00,"[""ramstein"",""kaiserslautern""]",,,https://maps.app.goo.gl/3Q8U7z6T7E8zYwJRA,general-practitioners,false
3e3e3e3e-3f3f-4a3a-3b3b-3c3c3c3c3c3c,Saturn Kaiserslautern,shopping,Electronics and media store.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,electronics,false
3e4f5a6b-7c8d-4e9f-0a1b-2c3d4e5f6a7b,Benji's Burrito Bistro,restaurants,Burrito restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,american-food,false
40649473-6501-446b-9194-4090424a3c27,American Medical Center - Landstuhl,healthcare,"Medical center founded to serve the Kaiserslautern Military Community (KMC) with Family Medicine, Radiology, and Sports Medicine. Located in nearby Landstuhl.","Landstuhl, Rhineland-Palatinate","Konrad-Adenauer-Straße 4, 66849 Landstuhl",+49 6371 495021,info@american-care.com,https://www.american-care.com/,fluent,true,false,,16km from the main gate of Kaiserslautern,Serves KMC; check for specific GP services vs specialist.,,active,2025-10-25 23:41:30.513523+00,2025-10-29 21:40:59.704562+00,"[""kaiserslautern"",""ramstein""]",,,https://maps.app.goo.gl/z6S889YqN4e7HjBw7,general-practitioners,false
406aa1ed-3b02-45bb-8649-029339f10a98,St David's School,education,British international school offering British curriculum with international flavor. Ages 3-11 years.,Ramstein,"Schulstrasse 4, Ramstein 66877",,,,fluent,false,false,,,"British curriculum, ages 3-11",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein""]",,,,International School,false
4402f262-a387-4643-9504-032c40db7021,TLA Ramstein (Ramstein-TLA.de),real-estate,"TLA services led by Dennis Hauf, Mira Schneider, Laura Heinle, Miguel Avalos. Includes vehicle rental and bi-weekly cleaning.",Ramstein,Ramstein area,,,https://ramstein-tla.de/,fluent,false,false,,,"Vehicle included with TLA, cleaning service",,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern""]",,,,Temporary Lodging,false
4b4b4b4b-4c4c-4d4d-4e4e-4f4f4f4f4f4f,TK Maxx Stuttgart,shopping,Discount department store in Stuttgart.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,department-stores,false
4b5c6d7e-8f9a-4b0c-1d2e-3f4a5b6c7d8e,Thai Thai Orchidee,restaurants,Thai restaurant near Ramstein.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,international,false
4d4d4d4d-4e4e-4f4f-4a4a-4b4b4b4b4b4b,Ikea Sindelfingen,shopping,Furniture and home goods store in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,furniture,false
4d4e4f4a-4b4c-4d4e-4f4a-4b4c4d4e4f4a,H & M Kaiserslautern,shopping,Fashion retailer.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,clothing,false
4d5e6f7a-8b9c-4d0e-1f2a-3b4c5d6e7f8a,Zum Erdinger,restaurants,German restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
4d5e6f7a-8b9c-4d0e-1f2a-3b4c5d6e7f8b,Indian Restaurant Ganesha,restaurants,Indian restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
4f4f4f4f-4a4a-4b4b-4c4c-4d4d4d4d4d4d,Toom Baumarkt,shopping,Home improvement store in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,home-improvement,false
4f5a6b7c-8d9e-4f0a-1b2c-3d4e5f6a7b8c,Pizza Hut,restaurants,Pizza chain in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,american-food,false
5a5a5a5a-5b5b-4c5c-5d5d-5e5e5e5e5e5e,K in Lautern Mall,shopping,Shopping mall in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,malls,false
5a6b7c8d-9e0f-4a1b-2c3d-4e5f6a7b8c9d,Smash & Dash,restaurants,Burger restaurant in Kaiserslautern.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,american-food,false
5c5c5c5c-5d5d-4e5e-5f5f-5a5a5a5a5a5a,Media Markt Stuttgart,shopping,Electronics retailer in Stuttgart area.,"Stuttgart, Baden-Württemberg",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,electronics,false
5c6d7e8f-9a0b-4c1d-2e3f-4a5b6c7d8e9f,Restaurant Seoul,restaurants,Korean restaurant near Ramstein.,"Ramstein-Miesenbach, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""ramstein""]",,,,international,false
5e5e5e5e-5f5f-4a5a-5b5b-5c5c5c5c5c5c,Intersport Klotz,shopping,Sports goods store in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,sports,false
5e5f5a5b-5c5d-4e5f-5a5b-5c5d5e5f5a5b,Decathlon Kaiserslautern,shopping,Sports equipment and apparel.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,sports,false
5e6f7a8b-9c0d-4e1f-2a3b-4c5d6e7f8a9b,Funzel,restaurants,Restaurant in Sindelfingen.,"Sindelfingen, Baden-Württemberg",,,,,conversational,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""stuttgart""]",,,,international,false
5e6f7a8b-9c0d-4e1f-2a3b-4c5d6e7f8a9c,Zugstüble Zum Adler,restaurants,German restaurant near Grafenwöhr.,"Grafenwöhr, Bavaria",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""grafenwoehr""]",,,,international,false
66276505-c810-483c-9246-b54ae40d1a3f,DEKRA Automobil GmbH Station Wittlich,automotive,Vehicle inspection near Spangdahlem Air Base.,"Wittlich, Rhineland-Palatinate",,,,,basic,false,false,,,Needs verification for English support,,pending,2025-10-24 23:09:34.792943+00,2025-10-24 23:09:34.792943+00,"[""spangdahlem""]",,,,inspection-stations,false
68db9789-9251-4631-81f6-a2a08b090086,Schlun & Elseven Rechtsanwälte,legal,"German law firm specializing in SOFA status, family law, and immigration matters for American military families.",Stuttgart,Stuttgart area,,,https://se-legal.de/,fluent,false,false,,,English-speaking German lawyers,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""stuttgart""]",,,,SOFA/Immigration,false
6a29829c-e53f-4dd2-af16-0fad11966c46,Law Office of Will M. Helixon,legal,"Military defense lawyers specializing in court-martial, SOFA issues, and military justice. Physical office in Vilseck, serves all major bases.",Ramstein,Vilseck (serves Ramstein/KMC),+49 9662 293 8047,,,fluent,false,false,,,Experienced military defense counsel,,active,2025-10-30 23:40:37.272891+00,2025-10-31 23:03:19.455584+00,"[""ramstein"",""kaiserslautern"",""grafenwoehr""]",,,,Military Defense,false
6b10ecaa-4303-4e58-918e-046382c85c6d,TÜV Rheinland Prüfstelle Kaiserslautern,automotive,TÜV inspection services for Kaiserslautern military community.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-24 23:09:34.792943+00,2025-10-25 10:30:47.375705+00,"[""kaiserslautern"",""ramstein""]",,,,inspection-stations,false
6b6b6b6b-6c6c-4d6d-6e6e-6f6f6f6f6f6f,TK Maxx Kaiserslautern,shopping,Discount department store.,"Kaiserslautern, Rhineland-Palatinate",,,,,fluent,false,false,,,,,active,2025-10-29 00:00:00+00,2025-10-29 00:00:00+00,"[""kaiserslautern""]",,,,department-stores,false
